merchant_id,total_transactions,total_revenue,avg_transaction,refund_count,failed_transactions
21842,4,149.87,37.4675,0,0
21873,1,4.95,4.95,0,0
21881,1,32.68,32.68,0,0
21897,1,176.09,176.09,0,0
21903,3,99.67,33.223333333333336,0,0
21929,4,110.35,27.5875,0,0
21956,2,37.29,18.645,0,0
21959,1,12.93,12.93,0,0
22005,1,61.76,61.76,0,0
22033,2,159.97,79.985,0,0
22082,1,22.35,22.35,0,0
22133,1,124.69,124.69,0,0
22160,1,79.78,79.78,0,0
22196,2,72.31,36.155,0,0
22204,1321,26611.06,20.144632853898564,283,27
22206,2,49.97,24.985,0,0
22219,1,45.49,45.49,0,0
22258,5,228.95999999999998,45.791999999999994,0,0
22264,2,49.0,24.5,0,0
22268,2,82.32,41.16,0,0
22280,1,8.57,8.57,0,0
22289,2,90.07,45.035,0,0
22310,1,15.06,15.06,0,0
22314,1,47.96,47.96,0,0
22357,1,86.36,86.36,0,0
22360,1,62.83,62.83,0,0
22375,4,189.85,47.4625,0,0
22383,2,1.4100000000000001,0.7050000000000001,0,0
22400,4,45.46,11.365,0,0
22405,1,364.05,364.05,0,0
22406,1,105.24,105.24,0,0
22419,1,90.69,90.69,0,0
22423,1,42.38,42.38,0,0
22429,3,138.4,46.13333333333333,0,0
22432,1,12.01,12.01,0,0
22453,1,12.61,12.61,0,0
22465,15,947.96,63.19733333333333,0,0
22484,11,75.06,6.823636363636364,0,0
22496,2,166.32,83.16,0,0
22502,3,16.89,5.63,0,0
22504,1,261.36,261.36,0,0
22511,1,8.01,8.01,0,0
22525,1,25.2,25.2,0,0
22531,1,241.69,241.69,0,0
22539,1,60.85,60.85,0,0
22559,1,16.75,16.75,0,0
22564,5,367.89,73.578,0,0
22567,3,420.72,140.24,0,0
22584,2,14.739999999999998,7.369999999999999,0,0
22585,3,83.72,27.906666666666666,0,0
22588,2,52.019999999999996,26.009999999999998,0,0
22589,1,237.88,237.88,0,0
22597,1,309.96,309.96,0,0
22662,5,47.04,9.408,0,0
22673,1,25.63,25.63,0,0
22709,1,179.98,179.98,0,0
22724,4,315.53999999999996,78.88499999999999,0,0
22726,1,15.72,15.72,0,0
22750,4,419.63,104.9075,0,0
22767,2,28.98,14.49,0,0
22792,10,7760.700000000001,776.07,0,0
22798,3,101.72999999999999,33.91,0,0
22812,1,31.85,31.85,0,0
22814,1,24.5,24.5,0,0
22825,3,112.66,37.553333333333335,0,0
22828,1,12.74,12.74,0,0
22833,2,284.01,142.005,0,0
22848,1,12.24,12.24,0,0
22879,6,438.74,73.12333333333333,0,0
22892,7,587.27,83.89571428571428,0,0
22906,1,21.88,21.88,0,0
22916,1,21.48,21.48,0,0
22934,2,58.4,29.2,0,0
22938,110,2572.71,23.388272727272728,0,0
22943,1,62.74,62.74,0,0
22962,1,17.44,17.44,0,0
22965,1,60.65,60.65,0,0
22999,1,38.07,38.07,0,0
23057,1,6.45,6.45,0,0
23067,1,10.12,10.12,0,0
23070,1,52.26,52.26,0,0
23073,1,139.0,139.0,0,0
23078,2,16.87,8.435,0,0
23083,1,6.69,6.69,0,0
23095,1,37.2,37.2,0,0
23098,2,32.21,16.105,0,0
23110,1,144.57,144.57,0,0
23111,1,72.23,72.23,0,0
23121,1,5.0,5.0,0,0
23132,1,86.07,86.07,0,0
23159,1,134.28,134.28,0,0
23164,2,119.23,59.615,0,0
23183,1,79.49,79.49,0,0
23185,2,21.6,10.8,0,0
23216,1,46.91,46.91,0,0
23233,4,108.85,27.2125,0,0
23241,2,28.66,14.33,0,0
23242,1,25.3,25.3,0,0
23259,1,14.96,14.96,0,0
23265,2,274.12,137.06,0,0
23274,2,106.0,53.0,0,0
23308,1,89.27,89.27,0,0
23327,1,149.41,149.41,0,0
23329,8,276.65999999999997,34.582499999999996,0,1
23330,2,85.13,42.565,0,0
23332,1,130.64,130.64,0,0
23342,1,17.89,17.89,0,0
23358,5,389.95,77.99,0,0
23381,2,36.75,18.375,0,0
23386,2,76.21000000000001,38.105000000000004,0,0
23389,1,7.4,7.4,0,0
23404,1,34.51,34.51,0,0
23412,1,236.63,236.63,0,0
23415,5,129.6,25.919999999999998,0,0
23438,1,73.8,73.8,0,0
23439,1,23.81,23.81,0,0
23446,16,2056.88,128.555,0,0
23448,1,4.57,4.57,0,0
23449,4,410.24,102.56,0,0
23462,8,59.269999999999996,7.4087499999999995,0,0
23481,114,3484.03,30.561666666666667,0,0
23492,3,53.870000000000005,17.956666666666667,0,0
23501,1,22.25,22.25,0,0
23525,1,3.56,3.56,0,0
23548,2,49.41,24.705,0,0
23577,3,296.27,98.75666666666666,0,0
23585,1,43.29,43.29,0,0
23630,1,30.35,30.35,0,0
23651,1,16.61,16.61,0,0
23691,1,4.38,4.38,0,0
23695,5,51.72,10.344,0,0
23701,1,21.55,21.55,0,0
23721,4,48.540000000000006,12.135000000000002,0,0
23744,2,42.08,21.04,0,0
23759,3,95.65,31.883333333333336,0,1
23765,1,11.87,11.87,0,0
23767,1,32.91,32.91,0,0
23792,1,18.15,18.15,0,0
23801,3,49.370000000000005,16.456666666666667,0,0
23814,4,403.51,100.8775,0,0
23816,1,52.68,52.68,0,0
23833,1,94.26,94.26,0,0
23839,1,78.06,78.06,0,0
23845,2,79.78999999999999,39.894999999999996,0,0
23866,4,117.59,29.3975,0,0
23882,1,23.67,23.67,0,0
23889,2,77.78,38.89,0,0
23891,1,45.09,45.09,0,0
23909,7,210.83999999999997,30.119999999999997,0,0
23912,1,74.71,74.71,0,0
23923,1,48.67,48.67,0,0
23926,1,143.49,143.49,0,0
23939,1,157.38,157.38,0,0
23940,1,27.21,27.21,0,0
23958,1,11.66,11.66,0,0
23967,1,8.72,8.72,0,0
23968,4,89.01,22.2525,0,0
23974,3,30.85,10.283333333333333,0,0
23997,1,54.24,54.24,0,0
24005,1,18.16,18.16,0,0
24014,1,157.48,157.48,0,0
24020,2,181.83999999999997,90.91999999999999,0,0
24038,4,42.85,10.7125,0,0
24049,2,344.41999999999996,172.20999999999998,0,0
24061,1,67.17,67.17,0,0
24065,1,-146.0,-146.0,1,0
24071,1,52.05,52.05,0,0
24141,1,144.45,144.45,0,0
24162,1,10.15,10.15,0,0
24165,1,58.08,58.08,0,0
24174,1,4.68,4.68,0,0
24193,1,105.56,105.56,0,0
24196,8,325.64,40.705,0,0
24206,1,17.49,17.49,0,0
24235,1,9.27,9.27,0,0
24296,3,96.57,32.19,0,0
24301,1,10.59,10.59,0,0
24304,1,36.7,36.7,0,0
24335,1,34.3,34.3,0,0
24339,3,184.32,61.44,0,0
24345,1,88.95,88.95,0,0
24355,1,51.68,51.68,0,0
24371,1,24.95,24.95,0,0
24374,2,96.53999999999999,48.269999999999996,0,0
24396,2,47.19,23.595,0,0
24427,1,77.06,77.06,0,0
24437,12,381.74,31.811666666666667,0,0
24439,1,37.23,37.23,0,0
24441,1,119.74,119.74,0,0
24450,4,376.48,94.12,0,0
24466,1,14.63,14.63,0,0
24494,1,58.01,58.01,0,0
24497,6,562.85,93.80833333333334,0,1
24504,204,3263.92,15.999607843137255,0,1
24509,1,44.58,44.58,0,0
24519,1,46.37,46.37,0,0
24535,2,38.43,19.215,0,0
24550,2,15.92,7.96,0,0
24555,1,11.53,11.53,0,0
24558,9,590.89,65.65444444444444,0,0
24561,1,19.77,19.77,0,0
24569,1,11.91,11.91,0,0
24604,1,81.79,81.79,0,0
24612,1,72.88,72.88,0,0
24633,4,404.78999999999996,101.19749999999999,0,0
24639,1,12.01,12.01,0,0
24650,1,115.56,115.56,0,0
24670,1,168.0,168.0,0,0
24682,1,63.96,63.96,0,0
24685,2,269.04,134.52,0,0
24733,3,80.39,26.796666666666667,0,0
24743,3,299.83,99.94333333333333,0,0
24761,1,48.34,48.34,0,0
24792,6,130.72,21.786666666666665,0,0
24823,115,5861.67,50.97104347826087,0,1
24827,15,1353.02,90.20133333333334,0,1
24845,2,18.46,9.23,0,0
24847,3,320.69,106.89666666666666,0,0
24854,2,90.42,45.21,0,0
24884,2,22.880000000000003,11.440000000000001,0,0
24891,1,7.4,7.4,0,0
24898,2,119.80000000000001,59.900000000000006,0,0
24919,4,247.97,61.9925,0,0
24928,1,12.86,12.86,0,0
24940,1,143.96,143.96,0,0
24945,1,41.05,41.05,0,0
24967,1,62.35,62.35,0,0
24977,2,99.49000000000001,49.745000000000005,0,0
24997,2,55.36,27.68,0,0
25000,3,26.64,8.88,0,0
25009,1,15.44,15.44,0,0
25027,1,35.6,35.6,0,0
25053,1,67.09,67.09,0,0
25058,1,12.54,12.54,0,0
25068,1,15.07,15.07,0,0
25071,1,16.79,16.79,0,0
25074,1,7.59,7.59,0,0
25075,1,68.26,68.26,0,0
25089,1,47.1,47.1,0,0
25093,2,31.020000000000003,15.510000000000002,0,0
25118,1,2.94,2.94,0,0
25123,1,56.58,56.58,0,0
25154,1,49.42,49.42,0,0
25171,1,10.32,10.32,0,0
25174,1,29.11,29.11,0,0
25176,1,26.41,26.41,0,0
25178,1,279.36,279.36,0,0
25185,1,215.6,215.6,0,0
25201,1,16.5,16.5,0,0
25206,2,158.84,79.42,0,0
25221,1,15.59,15.59,0,0
25232,1,26.97,26.97,0,0
25242,1,124.5,124.5,0,0
25243,1,57.92,57.92,0,0
25268,4,44.94,11.235,0,0
25273,1,114.9,114.9,0,0
25293,1,14.98,14.98,0,0
25306,1,881.33,881.33,0,0
25307,1,17.88,17.88,0,0
25330,3,19.01,6.336666666666667,0,0
25335,1,27.4,27.4,0,0
25379,1,12.98,12.98,0,0
25380,3,264.38,88.12666666666667,0,0
25407,2,290.88,145.44,0,0
25408,4,93.88,23.47,0,0
25415,2,3.3499999999999996,1.6749999999999998,0,0
25423,2,83.03,41.515,0,0
25436,1,124.57,124.57,0,0
25438,2,75.46000000000001,37.730000000000004,0,0
25452,1,28.72,28.72,0,0
25457,1,19.26,19.26,0,0
25500,2,52.34,26.17,0,0
25516,3,147.29000000000002,49.09666666666667,0,0
25519,1,12.69,12.69,0,0
25529,1,77.37,77.37,0,0
25534,1,-119.0,-119.0,1,0
25560,1,12.27,12.27,0,0
25570,1,47.86,47.86,0,0
25609,1,15.59,15.59,0,0
25637,1,43.54,43.54,0,0
25641,2,140.99,70.495,0,0
25647,1,181.44,181.44,0,0
25650,1,21.41,21.41,0,0
25657,1,4.44,4.44,0,0
25673,1,369.0,369.0,0,0
25674,1,135.73,135.73,0,0
25686,2,92.00999999999999,46.004999999999995,0,0
25701,2,9.76,4.88,0,0
25705,4,114.03999999999999,28.509999999999998,0,0
25717,85,2621.71,30.843647058823528,0,1
25728,3,21.88,7.293333333333333,0,0
25731,1,78.4,78.4,0,0
25732,1,9.54,9.54,0,0
25750,1,40.63,40.63,0,0
25752,1,3.46,3.46,0,0
25757,1,50.15,50.15,0,0
25759,8,296.7,37.0875,0,0
25766,2,51.03,25.515,0,0
25767,1,9.91,9.91,0,0
25781,2,35.35,17.675,0,0
25787,1,182.19,182.19,0,0
25805,1,10.5,10.5,0,0
25842,1,30.64,30.64,0,0
25844,1,41.8,41.8,0,0
25852,1,22.02,22.02,0,0
25856,1,7.49,7.49,0,0
25857,13,626.51,48.19307692307692,0,0
25885,2,93.36000000000001,46.68000000000001,0,0
25887,379,10899.61,28.758865435356203,0,7
25938,2,399.41999999999996,199.70999999999998,0,0
25998,2,249.82999999999998,124.91499999999999,0,0
26042,1,57.83,57.83,0,0
26086,1,8.9,8.9,0,0
26095,1,80.48,80.48,0,0
26101,1,166.93,166.93,0,0
26102,1,29.6,29.6,0,0
26122,2,93.51,46.755,0,0
26123,1,91.11,91.11,0,0
26130,1,57.32,57.32,0,0
26147,1,235.85,235.85,0,0
26160,1,-496.0,-496.0,1,0
26173,1,55.22,55.22,0,0
26195,1,44.08,44.08,0,0
26202,2,89.3,44.65,0,0
26208,2,18.84,9.42,0,0
26232,6,126.56,21.093333333333334,0,0
26238,4,457.35,114.3375,0,0
26262,1,8.02,8.02,0,0
26268,1,13.43,13.43,0,0
26322,2,41.0,20.5,1,0
26350,3,46.86,15.62,0,0
26371,4,32.78,8.195,0,0
26384,2,24.740000000000002,12.370000000000001,0,0
26386,1,10.34,10.34,0,0
26405,1,178.04,178.04,0,0
26410,1,507.82,507.82,0,0
26419,1,91.34,91.34,0,0
26426,3,128.69,42.89666666666667,0,0
26434,1,69.6,69.6,0,0
26456,1,11.16,11.16,0,0
26465,1,23.44,23.44,0,0
26499,1,45.13,45.13,0,0
26512,1,22.13,22.13,0,0
26549,4,254.45,63.6125,0,0
26556,1,149.16,149.16,0,0
26563,1,12.57,12.57,0,0
26567,1,240.93,240.93,0,0
26593,1,157.1,157.1,0,0
26594,2,111.61,55.805,0,0
26599,2,76.3,38.15,0,0
26604,1,29.49,29.49,0,0
26617,2,56.769999999999996,28.384999999999998,0,0
26625,1,34.87,34.87,0,0
26629,4,28.71,7.1775,0,0
26643,2,40.86,20.43,0,0
26652,3,158.09,52.696666666666665,0,0
26661,1,48.96,48.96,0,0
26665,2,58.760000000000005,29.380000000000003,0,0
26672,1,26.02,26.02,0,0
26677,1,42.2,42.2,0,0
26700,3,273.58,91.19333333333333,0,0
26714,1,47.82,47.82,0,0
26731,2,55.57,27.785,0,0
26768,1,30.08,30.08,0,1
26784,2,166.66,83.33,0,0
26795,1,195.39,195.39,0,0
26806,1,186.01,186.01,0,0
26810,626,14457.84,23.0955910543131,128,13
26811,1,62.43,62.43,0,0
26815,1,14.1,14.1,0,0
26829,1,34.34,34.34,0,0
26831,2,587.47,293.735,0,0
26832,1,153.16,153.16,0,0
26836,1,11.1,11.1,0,0
26844,1,24.41,24.41,0,0
26845,1,7.43,7.43,0,0
26860,2,82.68,41.34,0,0
26895,1,35.69,35.69,0,0
26896,1,43.9,43.9,0,0
26898,1,91.03,91.03,0,0
26909,98,4581.14,46.74632653061225,0,1
26917,1,89.74,89.74,0,0
26926,2,26.31,13.155,0,0
26939,6,65.58,10.93,0,0
26945,4,41.47,10.3675,0,0
26946,3,193.31,64.43666666666667,0,0
26957,1,11.03,11.03,0,0
26983,3,26.009999999999998,8.67,0,0
26995,3,114.44,38.14666666666667,0,0
27005,1,5.83,5.83,0,0
27016,1,51.87,51.87,0,0
27021,1,21.11,21.11,0,0
27027,1,247.96,247.96,0,0
27066,1,36.47,36.47,0,0
27071,1,85.99,85.99,0,0
27074,1,31.02,31.02,0,0
27075,1,22.76,22.76,0,0
27076,4,7.72,1.93,0,0
27082,1,93.11,93.11,0,0
27092,2179,196363.12,90.11616337769618,0,74
27125,2,16.79,8.395,0,0
27129,1,28.98,28.98,0,0
27138,5,34.25,6.85,0,0
27156,4,61.99999999999999,15.499999999999998,0,0
27192,2,113.16999999999999,56.584999999999994,0,0
27199,3,139.76,46.586666666666666,0,0
27213,6,794.1700000000001,132.36166666666668,0,0
27234,1,4.57,4.57,0,0
27274,3,79.03,26.343333333333334,0,0
27283,2,76.35000000000001,38.175000000000004,0,0
27310,45,1667.32,37.05155555555555,0,1
27313,2,29.509999999999998,14.754999999999999,0,0
27320,1,16.69,16.69,0,0
27324,1,22.83,22.83,0,0
27350,5,1106.6100000000001,221.32200000000003,0,0
27364,7,121.62,17.374285714285715,0,0
27376,2,134.97,67.485,0,0
27386,2,52.86,26.43,0,0
27417,1,11.79,11.79,0,0
27423,1,1.4,1.4,0,0
27456,1,49.38,49.38,0,0
27463,1,207.7,207.7,0,0
27478,2,32.050000000000004,16.025000000000002,0,0
27497,1,0.7,0.7,0,0
27515,6,216.5,36.083333333333336,0,0
27526,2,2.91,1.455,0,0
27535,1,5.38,5.38,0,0
27547,1,51.86,51.86,0,0
27559,1,45.63,45.63,0,0
27562,1,71.55,71.55,0,0
27565,1,15.63,15.63,0,0
27567,1,5.84,5.84,0,0
27581,2,231.71,115.855,0,0
27582,1,7.44,7.44,0,0
27583,10,434.66999999999996,43.467,0,1
27586,1,26.83,26.83,0,0
27592,1,44.17,44.17,0,0
27601,69,3862.33,55.975797101449274,0,1
27618,1,193.66,193.66,0,0
27638,3,27.45,9.15,0,0
27648,7,679.66,97.0942857142857,0,0
27651,4,-276.0,-69.0,3,0
27664,3,134.91,44.97,0,1
27681,1,44.84,44.84,0,0
27747,7,121.14,17.305714285714284,0,0
27772,1,107.5,107.5,0,0
27791,2,125.88999999999999,62.94499999999999,0,0
27813,2,149.07999999999998,74.53999999999999,0,0
27868,2,43.35,21.675,0,0
27907,4,19.68,4.92,0,0
27914,1,224.99,224.99,0,0
27982,1,187.28,187.28,0,0
27992,1,13.03,13.03,0,0
28008,1,150.51,150.51,0,0
28018,4,116.67,29.1675,0,0
28021,1,26.01,26.01,0,0
28022,3,85.53999999999999,28.513333333333332,0,0
28032,3,19.229999999999997,6.409999999999999,0,0
28036,1,11.8,11.8,0,0
28054,2,50.4,25.2,0,0
28061,1,28.03,28.03,0,0
28069,1,43.76,43.76,0,0
28073,1,145.81,145.81,0,0
28079,5,71.81,14.362,0,0
28096,1,18.64,18.64,0,0
28109,1,26.23,26.23,0,0
28111,1,47.19,47.19,0,1
28116,2,70.44,35.22,0,0
28130,1,120.63,120.63,0,0
28144,2,184.98,92.49,0,0
28150,4,73.12,18.28,0,0
28168,3,111.98,37.32666666666667,0,0
28182,1,5.86,5.86,0,0
28201,1,2.86,2.86,0,0
28205,1,8.84,8.84,0,0
28241,1,274.48,274.48,0,0
28242,2,214.74,107.37,0,0
28257,3,65.0,21.666666666666668,0,0
28258,1,8.19,8.19,0,0
28267,3,34.06,11.353333333333333,0,0
28275,2,168.28,84.14,0,0
28281,1,69.76,69.76,0,0
28282,1,81.66,81.66,0,0
28287,1,199.48,199.48,0,0
28290,1,88.93,88.93,0,0
28296,1,19.75,19.75,0,0
28301,2,107.72999999999999,53.864999999999995,0,0
28323,1,105.95,105.95,0,0
28325,2,52.36,26.18,0,0
28331,1,39.14,39.14,0,0
28341,1,83.78,83.78,0,0
28361,1,84.16,84.16,0,0
28395,133,3403.96,25.593684210526316,20,1
28407,3,51.650000000000006,17.21666666666667,0,0
28441,1,35.65,35.65,0,0
28457,1,57.8,57.8,0,0
28458,1,3.88,3.88,0,0
28460,1,58.11,58.11,0,0
28508,1,236.63,236.63,0,0
28519,1,164.39,164.39,0,0
28534,1,11.68,11.68,0,0
28554,4,211.24999999999997,52.81249999999999,0,1
28559,1,31.49,31.49,0,0
28562,3,158.51,52.836666666666666,0,0
28572,1,68.69,68.69,0,0
28578,1,11.63,11.63,0,0
28588,1,55.75,55.75,0,0
28589,1,168.23,168.23,0,0
28596,1,29.96,29.96,0,0
28613,4,132.32,33.08,0,0
28620,1,3.02,3.02,0,0
28636,3,176.54,58.846666666666664,0,0
28644,3,87.41,29.136666666666667,0,0
28647,5,141.56,28.312,0,0
28666,2,26.11,13.055,0,0
28691,6,88.81,14.801666666666668,0,0
28699,1,5.91,5.91,0,0
28713,1,40.44,40.44,0,0
28762,2,89.53,44.765,0,0
28780,4,361.48,90.37,0,0
28782,2,46.989999999999995,23.494999999999997,0,0
28802,1,47.15,47.15,0,1
28806,2,83.17,41.585,0,0
28813,1,-415.0,-415.0,1,0
28823,4,186.56,46.64,0,0
28918,1,14.61,14.61,0,0
28921,1,5.64,5.64,0,0
28939,4,219.11,54.7775,0,0
28965,2,18.65,9.325,0,0
28978,2,78.94,39.47,0,0
28981,1,42.74,42.74,0,0
29017,1,37.58,37.58,0,0
29029,1,38.61,38.61,0,0
29052,1,110.89,110.89,0,0
29069,3,76.23,25.41,0,0
29091,1,204.77,204.77,0,0
29100,3,91.2,30.400000000000002,0,0
29103,1,108.52,108.52,0,0
29105,2,101.56,50.78,0,1
29110,3,182.99,60.99666666666667,0,0
29113,2,29.939999999999998,14.969999999999999,0,0
29143,6,17.12,2.8533333333333335,0,0
29153,2,84.63,42.315,0,0
29170,2,335.22,167.61,0,0
29173,1,1.75,1.75,0,0
29180,4,109.44,27.36,0,0
29186,1,70.2,70.2,0,0
29209,7,64.72,9.245714285714286,0,0
29214,1,40.14,40.14,0,0
29220,4,33.21,8.3025,0,1
29230,2,4.59,2.295,0,0
29232,12,308.06,25.671666666666667,0,0
29261,1,251.87,251.87,0,0
29281,1,12.6,12.6,0,0
29288,4,437.01,109.2525,0,0
29293,1,2.38,2.38,0,0
29305,1,0.59,0.59,0,0
29348,1,17.5,17.5,0,0
29362,1,44.49,44.49,0,0
29406,1,153.82,153.82,0,0
29422,1,3.63,3.63,0,0
29425,1,32.32,32.32,0,0
29426,7,389.71,55.67285714285714,0,0
29437,8,143.85,17.98125,0,0
29439,1,29.8,29.8,0,0
29481,1,7.08,7.08,0,0
29493,1,13.16,13.16,0,0
29497,1,32.01,32.01,0,0
29513,1,77.66,77.66,0,0
29521,2,81.52,40.76,0,1
29533,1,12.39,12.39,0,0
29546,1,47.67,47.67,0,0
29547,4,60.75,15.1875,0,0
29549,3,66.00999999999999,22.00333333333333,0,0
29556,1,123.84,123.84,0,0
29573,1,304.57,304.57,0,0
29576,1,145.09,145.09,0,0
29583,3,48.53,16.176666666666666,0,0
29589,4,74.37,18.5925,0,0
29605,1,6.52,6.52,0,0
29608,1,27.14,27.14,0,0
29612,2,82.49000000000001,41.245000000000005,0,0
29646,1,19.88,19.88,0,0
29648,1,14.56,14.56,0,0
29682,3,33.66,11.219999999999999,0,0
29696,1,45.91,45.91,0,0
29731,3,53.580000000000005,17.860000000000003,0,0
29742,9,7692.2,854.6888888888889,0,0
29780,2,94.36,47.18,0,0
29784,1,42.59,42.59,0,0
29838,4,215.28,53.82,0,0
29839,6,356.15,59.35833333333333,0,0
29877,3,9.66,3.22,0,0
29893,3,91.38,30.459999999999997,0,0
29914,2,200.36,100.18,0,0
29920,3,82.59,27.53,0,0
29926,1,7.99,7.99,0,0
29936,1,22.13,22.13,0,0
29967,2,356.09000000000003,178.04500000000002,0,0
29974,5,173.87,34.774,0,0
29985,7,235.07,33.58142857142857,0,0
29988,1,139.39,139.39,0,0
29999,1,37.84,37.84,0,0
30006,5,474.74,94.94800000000001,0,1
30030,1,18.15,18.15,0,0
30040,1,150.93,150.93,0,0
30042,2,8.25,4.125,0,0
30044,1,5.7,5.7,0,0
30052,2,150.42000000000002,75.21000000000001,0,0
30055,83,2425.2599999999998,29.22,0,0
30060,3,109.4,36.46666666666667,0,0
30071,1,34.15,34.15,0,0
30091,1,2.21,2.21,0,0
30126,1,49.21,49.21,0,0
30130,1,32.58,32.58,0,0
30132,2,26.39,13.195,0,0
30157,2,209.05,104.525,0,0
30170,4,148.45,37.1125,0,0
30173,1,30.92,30.92,0,0
30178,1,90.69,90.69,0,0
30192,1,5.96,5.96,0,0
30244,1,76.09,76.09,0,0
30254,2,51.11,25.555,0,0
30256,3,257.69,85.89666666666666,0,1
30259,2,89.16,44.58,0,0
30266,1,145.99,145.99,0,0
30286,134,14808.1,110.50820895522388,0,3
30364,2,178.82000000000002,89.41000000000001,0,0
30392,1,9.47,9.47,0,0
30412,8,142.42,17.8025,0,0
30433,1,38.0,38.0,0,0
30434,1,13.56,13.56,0,0
30435,1,37.74,37.74,0,0
30447,1,14.89,14.89,0,0
30492,1,85.39,85.39,0,0
30497,2,2397.23,1198.615,0,0
30503,2,37.370000000000005,18.685000000000002,0,0
30508,2,75.32,37.66,0,0
30513,1,123.28,123.28,0,0
30533,6,19.2,3.1999999999999997,0,1
30565,1,45.08,45.08,0,0
30572,1,140.01,140.01,0,0
30594,1,56.61,56.61,0,0
30596,4,242.7,60.675,0,1
30611,1,8.9,8.9,0,0
30645,1,39.36,39.36,0,0
30650,1,295.03,295.03,0,0
30654,3,67.35,22.45,0,0
30675,2,37.84,18.92,0,0
30676,1,124.1,124.1,0,0
30697,1,102.7,102.7,0,0
30710,1,4.31,4.31,0,0
30725,3,42.04,14.013333333333334,0,0
30735,1,119.85,119.85,0,0
30777,2,386.63,193.315,0,0
30786,1,60.8,60.8,0,0
30790,2,71.14,35.57,0,0
30797,1,86.54,86.54,0,0
30834,3,373.02,124.33999999999999,0,0
30848,9,228.58,25.39777777777778,0,1
30856,1,8.81,8.81,0,0
30864,2,136.93,68.465,0,0
30893,2,22.93,11.465,0,0
30896,2,11.82,5.91,0,0
30905,1,7.0,7.0,0,0
30907,3,255.06,85.02,0,0
30928,95,1795.5900000000001,18.900947368421054,14,0
30933,1,5.5,5.5,0,0
30939,1,9.02,9.02,0,0
30943,1,19.64,19.64,0,0
30965,4,58.519999999999996,14.629999999999999,0,0
30977,1,111.52,111.52,0,0
30989,2,152.45,76.225,0,0
30996,1,14.13,14.13,0,0
31022,3,284.3,94.76666666666667,0,0
31023,1,2.38,2.38,0,0
31030,1,14.09,14.09,0,0
31046,1,161.16,161.16,0,0
31052,1,15.73,15.73,0,0
31058,1,22.23,22.23,0,0
31062,3,132.55,44.18333333333334,0,0
31076,4,44.11,11.0275,0,0
31077,1,107.73,107.73,0,0
31082,1,33.65,33.65,0,0
31088,6,1016.8000000000001,169.46666666666667,0,0
31090,3,77.75,25.916666666666668,0,0
31101,1,24.33,24.33,0,0
31162,1,21.02,21.02,0,0
31181,2,67.72,33.86,0,0
31204,1,10.02,10.02,0,0
31230,2,44.89,22.445,0,0
31253,1,60.19,60.19,0,0
31258,3,347.93,115.97666666666667,0,0
31263,4,443.29999999999995,110.82499999999999,0,1
31306,4,18.85,4.7125,0,0
31307,1,30.79,30.79,0,0
31310,1,8.0,8.0,0,0
31329,1,99.37,99.37,0,0
31336,2,182.69,91.345,0,0
31337,2,106.21000000000001,53.105000000000004,0,0
31339,2,17.310000000000002,8.655000000000001,0,0
31345,1,199.18,199.18,0,0
31383,1,15.41,15.41,0,0
31401,1,56.71,56.71,0,0
31402,1,9.13,9.13,0,0
31451,2,110.55,55.275,0,0
31457,1,35.98,35.98,0,0
31490,1,16.04,16.04,0,0
31498,1,16.44,16.44,0,0
31520,1,1.38,1.38,0,0
31536,1,9.06,9.06,0,0
31548,1,14.01,14.01,0,0
31556,1,24.32,24.32,0,0
31562,1,34.12,34.12,0,0
31586,2,55.99,27.995,0,0
31591,1,29.41,29.41,0,0
31603,2,82.25999999999999,41.129999999999995,0,0
31618,2,102.0,51.0,0,1
31619,6,87.53,14.588333333333333,0,0
31621,1,36.14,36.14,0,0
31630,2,81.97,40.985,0,0
31648,2,174.46,87.23,0,0
31667,2,110.47,55.235,0,0
31668,1,24.02,24.02,0,0
31671,3,26.909999999999997,8.969999999999999,0,0
31674,1,66.93,66.93,0,0
31682,5,48.839999999999996,9.767999999999999,0,0
31700,2,7.92,3.96,0,0
31702,1,53.34,53.34,0,0
31707,27,2903.46,107.53555555555556,0,1
31712,1,17.57,17.57,0,0
31720,4,42.97,10.7425,0,0
31741,1,6.43,6.43,0,0
31753,2,339.78,169.89,0,0
31764,1,97.76,97.76,0,0
31770,3,234.05,78.01666666666667,0,0
31773,1,52.62,52.62,0,0
31798,1,71.57,71.57,0,0
31821,1,67.58,67.58,0,0
31837,1,8.86,8.86,0,0
31850,3,117.74000000000001,39.24666666666667,0,0
31859,3,281.46,93.82,0,0
31868,8,339.14,42.3925,0,1
31869,1,24.79,24.79,0,0
31873,1,15.46,15.46,0,0
31883,18,3935.4,218.63333333333333,0,3
31893,75,3673.2000000000003,48.976000000000006,0,2
31903,1,16.71,16.71,0,0
31910,1,76.75,76.75,0,0
31960,1,50.5,50.5,0,1
32026,1,130.84,130.84,0,1
32033,4,34.8,8.7,0,0
32059,1,13.59,13.59,0,0
32066,1,10.78,10.78,0,0
32076,2,33.72,16.86,0,0
32082,1,16.7,16.7,0,0
32087,1,15.97,15.97,0,0
32090,1,11.88,11.88,0,0
32098,1,62.45,62.45,0,0
32104,1,36.91,36.91,0,0
32110,1,38.04,38.04,0,0
32120,1,115.39,115.39,0,0
32121,1,240.45,240.45,0,0
32138,1,28.33,28.33,0,0
